Entry	Entry name	Gene names	Ensembl transcript
P98088	MUC5A_HUMAN	MUC5AC MUC5	ENST00000621226;ENST00000636567;
Q9HC84	MUC5B_HUMAN	MUC5B MUC5	ENST00000529681;
Q9ULC0	MUCEN_HUMAN	EMCN EMCN2 MUC14	ENST00000296420 [Q9ULC0-1];ENST00000305864 [Q9ULC0-2];ENST00000511970 [Q9ULC0-3];
Q2TAK8	MUM1_HUMAN	MUM1 EXPAND1	ENST00000311401;ENST00000415183;
Q9NX53	MUT7B_HUMAN	EXD3	
Q14764	MVP_HUMAN	MVP LRP	ENST00000357402;ENST00000395353;
Q8TBZ2	MYBPP_HUMAN	MYCBPAP AMAP1	ENST00000323776;ENST00000436259;
Q8IZQ8	MYCD_HUMAN	MYOCD MYCD	ENST00000343344 [Q8IZQ8-1];ENST00000425538 [Q8IZQ8-3];
A0A1B0GUC4	MYCOS_HUMAN	MYOCOS	ENST00000637303;
Q9BUA6	MYL10_HUMAN	MYL10 MYLC2PL PLRLC	ENST00000223167;
Q12965	MYO1E_HUMAN	MYO1E MYO1C	ENST00000288235;
Q9ULV0	MYO5B_HUMAN	MYO5B KIAA1119	ENST00000285039 [Q9ULV0-1];ENST00000592688 [Q9ULV0-3];
Q6PIF6	MYO7B_HUMAN	MYO7B	ENST00000409816 [Q6PIF6-1];ENST00000428314 [Q6PIF6-1];
B2RTY4	MYO9A_HUMAN	MYO9A MYR7	ENST00000356056 [B2RTY4-1];ENST00000424560 [B2RTY4-3];ENST00000444904 [B2RTY4-1];
P15172	MYOD1_HUMAN	MYOD1 BHLHC1 MYF3 MYOD	ENST00000250003;
P12829	MYL4_HUMAN	MYL4 MLC1 PRO1957	ENST00000354968;ENST00000393450;ENST00000572316;
Q15746	MYLK_HUMAN	MYLK MLCK MLCK1 MYLK1	ENST00000346322 [Q15746-2];ENST00000354792 [Q15746-2];ENST00000359169 [Q15746-3];ENST00000360304 [Q15746-1];ENST00000360772 [Q15746-3];ENST00000418370 [Q15746-8];ENST00000475616 [Q15746-1];ENST00000578202 [Q15746-10];ENST00000583087 [Q15746-8];
Q9NPC7	MYNN_HUMAN	MYNN OSZF ZBTB31 SBBIZ1	ENST00000349841 [Q9NPC7-1];ENST00000356716 [Q9NPC7-1];ENST00000544106 [Q9NPC7-2];ENST00000602751 [Q9NPC7-4];
Q9UBC5	MYO1A_HUMAN	MYO1A MYHL	ENST00000300119;ENST00000442789;
O00159	MYO1C_HUMAN	MYO1C	ENST00000359786 [O00159-1];ENST00000361007 [O00159-2];ENST00000438665 [O00159-3];ENST00000575158 [O00159-2];
O00160	MYO1F_HUMAN	MYO1F	ENST00000338257;ENST00000613525;
Q8N1T3	MYO1H_HUMAN	MYO1H	ENST00000431443 [Q8N1T3-3];
Q8NEV4	MYO3A_HUMAN	MYO3A	ENST00000265944 [Q8NEV4-1];ENST00000376302 [Q8NEV4-2];
Q8WXR4	MYO3B_HUMAN	MYO3B	ENST00000317935 [Q8WXR4-3];ENST00000408978 [Q8WXR4-1];ENST00000409044 [Q8WXR4-4];
Q13402	MYO7A_HUMAN	MYO7A USH1B	ENST00000409619 [Q13402-8];ENST00000409709 [Q13402-1];ENST00000458637 [Q13402-2];
Q99972	MYOC_HUMAN	MYOC GLC1A TIGR	ENST00000037502;
Q9UL68	MYT1L_HUMAN	MYT1L KIAA1106	ENST00000399161 [Q9UL68-1];ENST00000407844 [Q9UL68-3];ENST00000428368 [Q9UL68-4];
Q92802	N42L2_HUMAN	N4BP2L2 CG005 PFAAP5	ENST00000267068 [Q92802-1];ENST00000399396 [Q92802-3];ENST00000446957 [Q92802-2];
O75113	N4BP1_HUMAN	N4BP1 KIAA0615	ENST00000262384;
Q6N069	NAA16_HUMAN	NAA16 NARG1L NAT2	ENST00000379406 [Q6N069-1];ENST00000403412 [Q6N069-4];ENST00000464857 [Q6N069-3];
Q13506	NAB1_HUMAN	NAB1	ENST00000337386 [Q13506-1];ENST00000409581 [Q13506-1];
Q9H009	NACA2_HUMAN	NACA2 NACAL	ENST00000521764;
O15069	NACAD_HUMAN	NACAD KIAA0363	ENST00000490531;
Q96BF6	NACC2_HUMAN	NACC2 BTBD14A NAC2 RBB	ENST00000277554;ENST00000371753;
Q6IA69	NADE_HUMAN	NADSYN1	ENST00000319023 [Q6IA69-1];
P59045	NAL11_HUMAN	NLRP11 NALP11 NOD17 PAN10 PYPAF6	ENST00000589093 [P59045-1];ENST00000589824 [P59045-2];ENST00000592953 [P59045-3];
Q9NX02	NALP2_HUMAN	NLRP2 NALP2 NBS1 PAN1 PYPAF2	ENST00000339757 [Q9NX02-2];ENST00000391721 [Q9NX02-4];ENST00000427260 [Q9NX02-5];ENST00000448584 [Q9NX02-1];ENST00000537859 [Q9NX02-2];ENST00000543010 [Q9NX02-1];ENST00000611410 [Q9NX02-1];ENST00000611642 [Q9NX02-5];ENST00000611676 [Q9NX02-2];ENST00000611679 [Q9NX02-1];ENST00000611772 [Q9NX02-1];ENST00000613062 [Q9NX02-1];ENST00000613485 [Q9NX02-2];ENST00000613825 [Q9NX02-1];ENST00000613851 [Q9NX02-5];ENST00000615173 [Q9NX02-1];ENST00000615391 [Q9NX02-1];ENST00000615521 [Q9NX02-1];ENST00000616040 [Q9NX02-1];ENST00000616903 [Q9NX02-5];ENST00000616919 [Q9NX02-2];ENST00000618018 [Q9NX02-2];ENST00000618694 [Q9NX02-5];ENST00000618731 [Q9NX02-2];ENST00000618789 [Q9NX02-5];ENST00000618943 [Q9NX02-5];ENST00000619281 [Q9NX02-1];ENST00000619454 [Q9NX02-1];ENST00000619664 [Q9NX02-1];ENST00000619885 [Q9NX02-2];ENST00000621057 [Q9NX02-4];ENST00000621200 [Q9NX02-1];ENST00000621239 [Q9NX02-1];ENST00000621594 [Q9NX02-1];ENST00000622042 [Q9NX02-1];ENST00000622216 [Q9NX02-2];ENST00000622444 [Q9NX02-5];ENST00000622600 [Q9NX02-2];ENST00000622773 [Q9NX02-5];ENST00000622864 [Q9NX02-2];
Q8WX94	NALP7_HUMAN	NLRP7 NALP7 NOD12 PYPAF3	ENST00000328092 [Q8WX94-2];ENST00000340844 [Q8WX94-1];ENST00000588756 [Q8WX94-3];ENST00000590030 [Q8WX94-1];ENST00000592784 [Q8WX94-3];ENST00000610424 [Q8WX94-3];ENST00000610790 [Q8WX94-1];ENST00000610853 [Q8WX94-2];ENST00000610981 [Q8WX94-3];ENST00000611597 [Q8WX94-1];ENST00000613233 [Q8WX94-1];ENST00000614879 [Q8WX94-1];ENST00000615426 [Q8WX94-3];ENST00000615699 [Q8WX94-1];ENST00000618261 [Q8WX94-1];ENST00000618343 [Q8WX94-3];ENST00000618672 [Q8WX94-3];ENST00000618740 [Q8WX94-3];ENST00000618995 [Q8WX94-1];ENST00000620183 [Q8WX94-1];ENST00000620820 [Q8WX94-3];ENST00000621238 [Q8WX94-3];ENST00000621584 [Q8WX94-1];ENST00000622199 [Q8WX94-3];
P0DI83	NARR_HUMAN	RAB34 NARR	ENST00000636154 [P0DI83-1];
Q9UHE5	NAT8_HUMAN	NAT8 CML1 GLA TSC501	ENST00000272425;
Q6ZS30	NBEL1_HUMAN	NBEAL1 ALS2CR16 ALS2CR17	ENST00000449802 [Q6ZS30-2];
Q6PIU2	NCEH1_HUMAN	NCEH1 AADACL1 KIAA1363	ENST00000543711 [Q6PIU2-3];
A8MVU1	NCF1C_HUMAN	NCF1C SH3PXD1C	
P14598	NCF1_HUMAN	NCF1 NOXO2 SH3PXD1A	ENST00000289473;
O00533	NCHL1_HUMAN	CHL1 CALL	ENST00000256509 [O00533-2];ENST00000397491 [O00533-1];
Q9UHB4	NDOR1_HUMAN	NDOR1 NR1	ENST00000344894 [Q9UHB4-1];ENST00000371521 [Q9UHB4-2];ENST00000427047 [Q9UHB4-3];ENST00000458322 [Q9UHB4-4];
Q9UGV2	NDRG3_HUMAN	NDRG3	ENST00000349004 [Q9UGV2-1];ENST00000359675 [Q9UGV2-2];
Q9ULP0	NDRG4_HUMAN	NDRG4 BDM1 KIAA1180	ENST00000258187 [Q9ULP0-3];ENST00000356752 [Q9ULP0-7];ENST00000394279 [Q9ULP0-3];ENST00000394282 [Q9ULP0-6];ENST00000563799 [Q9ULP0-5];ENST00000566192 [Q9ULP0-2];ENST00000568640 [Q9ULP0-8];ENST00000570248 [Q9ULP0-1];
P52848	NDST1_HUMAN	NDST1 HSST HSST1	ENST00000261797 [P52848-1];
O15239	NDUA1_HUMAN	NDUFA1	ENST00000371437;
O75438	NDUB1_HUMAN	NDUFB1	ENST00000329559 [O75438-2];ENST00000553514 [O75438-1];ENST00000555441 [O75438-1];ENST00000605997 [O75438-1];ENST00000617122 [O75438-2];
Q330K2	NDUF6_HUMAN	NDUFAF6 C8orf38	ENST00000396124 [Q330K2-1];ENST00000518258 [Q330K2-3];ENST00000523337 [Q330K2-3];
O43181	NDUS4_HUMAN	NDUFS4	ENST00000296684;
O75380	NDUS6_HUMAN	NDUFS6	ENST00000274137;
Q8N987	NECA1_HUMAN	NECAB1 EFCBP1	ENST00000417640 [Q8N987-1];ENST00000521366 [Q8N987-2];ENST00000522820 [Q8N987-2];
Q9NVZ3	NECP2_HUMAN	NECAP2	ENST00000337132 [Q9NVZ3-1];ENST00000443980 [Q9NVZ3-2];ENST00000457722 [Q9NVZ3-4];ENST00000492095 [Q9NVZ3-1];
Q15223	NECT1_HUMAN	NECTIN1 HVEC PRR1 PVRL1	ENST00000264025 [Q15223-1];ENST00000340882 [Q15223-3];ENST00000341398 [Q15223-2];
Q96NY8	NECT4_HUMAN	NECTIN4 LNIR PRR4 PVRL4	ENST00000368012 [Q96NY8-1];
Q71F78	LCA10_HUMAN	LCA10	
Q9H6V9	LDAH_HUMAN	LDAH C2orf43	ENST00000237822 [Q9H6V9-1];ENST00000541941 [Q9H6V9-4];ENST00000619656 [Q9H6V9-4];ENST00000626491 [Q9H6V9-3];
P05162	LEG2_HUMAN	LGALS2	ENST00000215886;
O00214	LEG8_HUMAN	LGALS8	ENST00000341872 [O00214-1];ENST00000352231 [O00214-2];ENST00000366584 [O00214-1];ENST00000450372 [O00214-2];ENST00000526589 [O00214-2];ENST00000526634 [O00214-1];ENST00000527974 [O00214-2];
Q3ZCW2	LEGL_HUMAN	LGALSL GRP HSPC159	ENST00000238875;
Q5T871	LELP1_HUMAN	LELP1	ENST00000368747;
Q68G75	LEMD1_HUMAN	LEMD1	ENST00000367149 [Q68G75-6];ENST00000367151 [Q68G75-1];ENST00000367152 [Q68G75-3];ENST00000367153 [Q68G75-1];ENST00000367154 [Q68G75-5];ENST00000391936 [Q68G75-5];ENST00000495594 [Q68G75-6];
Q8NC56	LEMD2_HUMAN	LEMD2	ENST00000293760 [Q8NC56-1];ENST00000508327 [Q8NC56-2];ENST00000614475 [Q8NC56-1];
O43261	LEU1_HUMAN	DLEU1 LEU1 XTP6	
O75610	LFTY1_HUMAN	LEFTY1 LEFTB LEFTYB UNQ278/PRO317	ENST00000272134;
Q8N0V4	LGI2_HUMAN	LGI2 KIAA1916 LGIL2	ENST00000382114;
O75473	LGR5_HUMAN	LGR5 GPR49 GPR67	ENST00000266674 [O75473-1];ENST00000536515 [O75473-3];ENST00000540815 [O75473-2];
Q86WI0	LHPL1_HUMAN	LHFPL1 UNQ5824/PRO19643	ENST00000371968 [Q86WI0-1];
Q9UBR4	LHX3_HUMAN	LHX3	ENST00000371746 [Q9UBR4-2];ENST00000371748 [Q9UBR4-1];
P0C6S8	LIGO3_HUMAN	LINGO3 LERN2 LRRN6B	ENST00000585527;
Q6UY18	LIGO4_HUMAN	LINGO4 LRRN6D UNQ9248/PRO34002	ENST00000368820;
Q9UPQ0	LIMC1_HUMAN	LIMCH1 KIAA1102	ENST00000313860 [Q9UPQ0-1];ENST00000381753 [Q9UPQ0-9];ENST00000396595 [Q9UPQ0-6];ENST00000508501 [Q9UPQ0-10];ENST00000511496 [Q9UPQ0-8];ENST00000512820 [Q9UPQ0-4];ENST00000512946 [Q9UPQ0-2];ENST00000513024 [Q9UPQ0-5];
Q9BT23	LIMD2_HUMAN	LIMD2 SB143	ENST00000259006;ENST00000578061;ENST00000578402;
P53667	LIMK1_HUMAN	LIMK1 LIMK	ENST00000336180 [P53667-1];ENST00000435201 [P53667-3];ENST00000538333 [P53667-4];
O14910	LIN7A_HUMAN	LIN7A MALS1 VELI1	ENST00000552864;
Q8ND30	LIPB2_HUMAN	PPFIBP2	ENST00000299492 [Q8ND30-1];ENST00000528883 [Q8ND30-2];ENST00000530181 [Q8ND30-3];
Q9Y5X9	LIPE_HUMAN	LIPG UNQ387/PRO719	ENST00000261292 [Q9Y5X9-1];ENST00000580036 [Q9Y5X9-2];
P07098	LIPG_HUMAN	LIPF	ENST00000238983 [P07098-1];ENST00000355843 [P07098-4];ENST00000394375 [P07098-3];ENST00000608620 [P07098-2];
Q8WWY8	LIPH_HUMAN	LIPH LPDLR MPAPLA1 PLA1B	ENST00000296252;
Q8NHJ6	LIRB4_HUMAN	LILRB4 ILT3 LIR5	ENST00000391736;ENST00000612454 [Q8NHJ6-1];ENST00000614699 [Q8NHJ6-3];ENST00000621693 [Q8NHJ6-2];
P09960	LKHA4_HUMAN	LTA4H LTA4	ENST00000228740 [P09960-1];ENST00000413268 [P09960-3];ENST00000552789 [P09960-4];
F2Z398	LMO7D_HUMAN	LMO7DN C13orf45	ENST00000318245;
Q0VAK6	LMOD3_HUMAN	LMOD3	ENST00000420581 [Q0VAK6-1];ENST00000475434 [Q0VAK6-1];ENST00000489031 [Q0VAK6-1];
Q6ZMQ8	LMTK1_HUMAN	AATK AATYK KIAA0641 LMR1 LMTK1	ENST00000326724 [Q6ZMQ8-1];ENST00000374792 [Q6ZMQ8-3];
Q96Q04	LMTK3_HUMAN	LMTK3 KIAA1883 TYKLM3	ENST00000600059;
Q8TE12	LMX1A_HUMAN	LMX1A	ENST00000294816 [Q8TE12-1];ENST00000342310 [Q8TE12-1];ENST00000367893 [Q8TE12-1];
Q9H9Z2	LN28A_HUMAN	LIN28A CSDD1 LIN28 ZCCHC1	ENST00000254231;ENST00000326279;
A1A4G5	LNP1_HUMAN	LNP1 NP3	ENST00000383693;
Q9C0E8	LNP_HUMAN	LNPK KIAA1715 LNP	ENST00000272748 [Q9C0E8-1];ENST00000409660 [Q9C0E8-3];ENST00000544803 [Q9C0E8-4];
Q1L5Z9	LONF2_HUMAN	LONRF2 RNF192	ENST00000393437 [Q1L5Z9-1];ENST00000409647 [Q1L5Z9-2];
P18054	LOX12_HUMAN	ALOX12 12LO LOG12	ENST00000251535;
Q8IVV2	LOXH1_HUMAN	LOXHD1	ENST00000300591 [Q8IVV2-3];ENST00000398686 [Q8IVV2-5];ENST00000398705 [Q8IVV2-4];
Q643R3	LPCT4_HUMAN	LPCAT4 AGPAT7 AYTL3 LPEAT2	ENST00000314891;
Q8TAF5	LQK1_HUMAN	FLVCR1-AS1 LQK1	
Q8NAA5	LR75A_HUMAN	LRRC75A C17orf76 FAM211A	ENST00000409083 [Q8NAA5-2];ENST00000470794 [Q8NAA5-1];
Q8N5H3	LRA25_HUMAN	FAM89B Lrap25	ENST00000316409 [Q8N5H3-1];ENST00000449319 [Q8N5H3-4];ENST00000530349 [Q8N5H3-3];
Q5T700	LRAD1_HUMAN	LDLRAD1	ENST00000371360 [Q5T700-1];ENST00000371362 [Q5T700-3];ENST00000420619 [Q5T700-2];ENST00000545928 [Q5T700-4];
Q5BKY1	LRC10_HUMAN	LRRC10	ENST00000361484;
Q14392	LRC32_HUMAN	LRRC32 D11S833E GARP	ENST00000260061;ENST00000404995;ENST00000407242;
Q1X8D7	LRC36_HUMAN	LRRC36 RORBP70	ENST00000329956 [Q1X8D7-1];ENST00000435835 [Q1X8D7-3];ENST00000563189 [Q1X8D7-2];
Q8N309	LRC43_HUMAN	LRRC43	ENST00000339777 [Q8N309-1];
Q6ZSA7	LRC55_HUMAN	LRRC55	ENST00000497933;
Q5T3J3	LRIF1_HUMAN	LRIF1 C1orf103 RIF1	ENST00000369763 [Q5T3J3-1];ENST00000485275 [Q5T3J3-2];ENST00000494675 [Q5T3J3-2];
Q96JM4	LRIQ1_HUMAN	LRRIQ1 KIAA1801	ENST00000393217 [Q96JM4-4];
A6NIV6	LRIQ4_HUMAN	LRRIQ4 LRRC64	ENST00000340806;
Q9P2V4	LRIT1_HUMAN	LRIT1 LRRC21 PAL	ENST00000372105;
O75581	LRP6_HUMAN	LRP6	ENST00000261349;ENST00000628182;
Q3MHD2	LSM12_HUMAN	LSM12	ENST00000293406 [Q3MHD2-1];ENST00000591247 [Q3MHD2-1];
O15116	LSM1_HUMAN	LSM1 CASM	ENST00000311351;
P29376	LTK_HUMAN	LTK TYK1	ENST00000263800 [P29376-1];ENST00000355166 [P29376-4];ENST00000453182 [P29376-5];
Q9NQ29	LUC7L_HUMAN	LUC7L LUC7L1	ENST00000293872 [Q9NQ29-1];ENST00000337351 [Q9NQ29-2];ENST00000397783 [Q9NQ29-2];
Q8IV03	LUR1L_HUMAN	LURAP1L C9orf150 HYST0841	ENST00000319264;
P01706	LV211_HUMAN	IGLV2-11	ENST00000390314;
O95867	LY66C_HUMAN	LY6G6C C6orf24 G6C NG24 UNQ1947/PRO4430	ENST00000375819;ENST00000383413;ENST00000419939;ENST00000428121;ENST00000428498;ENST00000434915;ENST00000448386;
Q5SQ64	LY66F_HUMAN	LY6G6F C6orf21 G6F LY6G6D NG32	ENST00000375832 [Q5SQ64-1];ENST00000383420;ENST00000442105;ENST00000446062 [Q5SQ64-1];ENST00000447811 [Q5SQ64-1];ENST00000453044 [Q5SQ64-1];ENST00000455632 [Q5SQ64-1];
Q86SG7	LYG2_HUMAN	LYG2 LYGH	ENST00000333017 [Q86SG7-1];ENST00000409238 [Q86SG7-1];ENST00000423800 [Q86SG7-2];ENST00000626374 [Q86SG7-2];
P0DP58	LYNX1_HUMAN	LYNX1	ENST00000614491 [P0DP58-1];ENST00000620006 [P0DP58-1];ENST00000621401 [P0DP58-1];
O75608	LYPA1_HUMAN	LYPLA1 APT1 LPL1	ENST00000316963 [O75608-1];ENST00000343231 [O75608-2];
Q8N2G4	LYPD1_HUMAN	LYPD1 LYPDC1 PSEC0181 UNQ3079/PRO9917	ENST00000345008 [Q8N2G4-4];ENST00000397463 [Q8N2G4-1];
O95274	LYPD3_HUMAN	LYPD3 C4.4A UNQ491/PRO1007	ENST00000244333;
Q9UI17	M2GD_HUMAN	DMGDH	ENST00000255189 [Q9UI17-1];
Q12852	M3K12_HUMAN	MAP3K12 ZPK	ENST00000267079 [Q12852-1];ENST00000547035 [Q12852-2];ENST00000547488 [Q12852-2];
Q6ZN16	M3K15_HUMAN	MAP3K15 ASK3	ENST00000338883 [Q6ZN16-1];
Q13233	M3K1_HUMAN	MAP3K1 MAPKKK1 MEKK MEKK1	ENST00000399503;
Q9NYL2	M3K20_HUMAN	MAP3K20 MLTK ZAK HCCS4	ENST00000338983 [Q9NYL2-2];ENST00000375213 [Q9NYL2-1];ENST00000409176 [Q9NYL2-1];ENST00000539448 [Q9NYL2-2];
Q99759	M3K3_HUMAN	MAP3K3 MAPKKK3 MEKK3	ENST00000361357 [Q99759-2];ENST00000361733 [Q99759-1];ENST00000579585 [Q99759-2];
Q9Y6R4	M3K4_HUMAN	MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1	ENST00000366919 [Q9Y6R4-2];ENST00000392142 [Q9Y6R4-1];
O95382	M3K6_HUMAN	MAP3K6 ASK2 MAPKKK6 MEKK6	ENST00000357582 [O95382-1];ENST00000374040 [O95382-3];ENST00000493901 [O95382-1];
O43318	M3K7_HUMAN	MAP3K7 TAK1	ENST00000369325 [O43318-3];ENST00000369327 [O43318-4];ENST00000369329 [O43318-1];ENST00000369332 [O43318-2];
Q9NXJ0	M4A12_HUMAN	MS4A12	ENST00000016913 [Q9NXJ0-1];ENST00000537076 [Q9NXJ0-2];
Q96JQ5	M4A4A_HUMAN	MS4A4A 4SPAN1 CD20L1 MS4A4 HDCME31P	ENST00000337908 [Q96JQ5-1];ENST00000532114 [Q96JQ5-2];
Q8IVH8	M4K3_HUMAN	MAP4K3 RAB8IPL1	ENST00000263881 [Q8IVH8-1];ENST00000341681 [Q8IVH8-3];
Q9Y4K4	M4K5_HUMAN	MAP4K5	ENST00000013125;
Q9NR34	MA1C1_HUMAN	MAN1C1 MAN1A3 MAN1C	ENST00000374332;
Q9H9H5	MA6D1_HUMAN	MAP6D1	ENST00000318631;
Q9H063	MAF1_HUMAN	MAF1	ENST00000322428;ENST00000532522;
O15525	MAFG_HUMAN	MAFG	ENST00000357736;ENST00000392366;
P43357	MAGA3_HUMAN	MAGEA3 MAGE3	ENST00000370278;ENST00000598245;
P43361	MAGA8_HUMAN	MAGEA8 MAGE8	ENST00000286482;ENST00000535454;ENST00000542674;
O15479	MAGB2_HUMAN	MAGEB2	ENST00000378988;
Q96LZ2	MAGBA_HUMAN	MAGEB10	ENST00000356790;ENST00000614159;
Q96M61	MAGBI_HUMAN	MAGEB18	ENST00000325250;
Q8TD91	MAGC3_HUMAN	MAGEC3 HCA2	ENST00000298296 [Q8TD91-1];ENST00000409007 [Q8TD91-2];ENST00000544766 [Q8TD91-2];
Q86UL8	MAGI2_HUMAN	MAGI2 ACVRINP1 AIP1 KIAA0705	ENST00000354212 [Q86UL8-1];ENST00000419488 [Q86UL8-2];
Q5TCQ9	MAGI3_HUMAN	MAGI3 KIAA1634	ENST00000307546 [Q5TCQ9-4];ENST00000369611 [Q5TCQ9-3];ENST00000369615 [Q5TCQ9-3];ENST00000369617 [Q5TCQ9-2];
Q8WWC4	MAIP1_HUMAN	MAIP1 C2orf47	ENST00000295079;ENST00000392290;
Q7Z304	MAMC2_HUMAN	MAMDC2	ENST00000377182 [Q7Z304-1];
Q5SRI9	MANEA_HUMAN	MANEA	ENST00000358812;
Q969Z3	MARC2_HUMAN	MARC2 MOSC2	ENST00000359316 [Q969Z3-2];ENST00000366913 [Q969Z3-1];
Q9UEW3	MARCO_HUMAN	MARCO SCARA2	ENST00000327097 [Q9UEW3-1];
Q9Y4F3	MARF1_HUMAN	MARF1 KIAA0430 LKAP	ENST00000396368 [Q9Y4F3-1];ENST00000548025 [Q9Y4F3-4];ENST00000551742 [Q9Y4F3-5];ENST00000621511 [Q9Y4F3-1];ENST00000632465 [Q9Y4F3-4];ENST00000632628 [Q9Y4F3-5];
Q9P0N8	MARH2_HUMAN	MARCH2 RNF172 HSPC240	ENST00000215555 [Q9P0N8-1];ENST00000381035 [Q9P0N8-2];ENST00000602117 [Q9P0N8-1];
Q86UD3	MARH3_HUMAN	MARCH3 RNF173	ENST00000308660 [Q86UD3-1];ENST00000515241 [Q86UD3-2];
Q5T0T0	MARH8_HUMAN	MARCH8 MIR RNF178	ENST00000319836 [Q5T0T0-1];ENST00000395769 [Q5T0T0-1];ENST00000395771;ENST00000453424 [Q5T0T0-2];
Q8NA82	MARHA_HUMAN	MARCH10 RNF190	ENST00000311269;ENST00000456609;
P04201	MAS_HUMAN	MAS1 MAS	ENST00000252660;
O15232	MATN3_HUMAN	MATN3	ENST00000407540 [O15232-1];ENST00000421259 [O15232-2];
Q8NHZ7	MB3L2_HUMAN	MBD3L2	ENST00000381393;
Q96DN6	MBD6_HUMAN	MBD6 KIAA1887	ENST00000355673;
P02686	MBP_HUMAN	MBP	ENST00000355994 [P02686-1];ENST00000359645 [P02686-4];ENST00000382582 [P02686-3];ENST00000397860 [P02686-2];ENST00000397863 [P02686-2];ENST00000397865 [P02686-6];ENST00000397866 [P02686-5];ENST00000580402 [P02686-1];
Q05BQ5	MBTD1_HUMAN	MBTD1	ENST00000376381 [Q05BQ5-3];ENST00000405860 [Q05BQ5-2];ENST00000415868 [Q05BQ5-1];ENST00000586178 [Q05BQ5-1];
P32245	MC4R_HUMAN	MC4R	ENST00000299766;
P33032	MC5R_HUMAN	MC5R	ENST00000324750;ENST00000589410;
Q9ULD2	MTUS1_HUMAN	MTUS1 ATBP ATIP GK1 KIAA1288 MTSG1	ENST00000262102 [Q9ULD2-1];ENST00000297488 [Q9ULD2-3];ENST00000381861 [Q9ULD2-6];ENST00000381869 [Q9ULD2-2];ENST00000519263 [Q9ULD2-2];ENST00000544260 [Q9ULD2-7];ENST00000634613 [Q9ULD2-4];
Q5JR59	MTUS2_HUMAN	MTUS2 CAZIP KIAA0774 TIP150	ENST00000380808 [Q5JR59-3];ENST00000542829 [Q5JR59-4];
Q9UKN1	MUC12_HUMAN	MUC12 MUC11	ENST00000379442 [Q9UKN1-1];ENST00000536621 [Q9UKN1-2];
Q7Z5P9	MUC19_HUMAN	MUC19	
Q8N307	MUC20_HUMAN	MUC20 KIAA1359 UNQ2782/PRO7170	ENST00000445522 [Q8N307-3];ENST00000447234 [Q8N307-1];ENST00000610415 [Q8N307-1];ENST00000615394 [Q8N307-1];ENST00000620530 [Q8N307-1];ENST00000625274 [Q8N307-3];ENST00000627739 [Q8N307-3];ENST00000630334 [Q8N307-3];
Q8TAX7	MUC7_HUMAN	MUC7 MG2	ENST00000304887;ENST00000413702;ENST00000456088;
Q96DR8	MUCL1_HUMAN	MUCL1 SBEM UNQ590/PRO1160	ENST00000308796;
Q969V5	MUL1_HUMAN	MUL1 C1orf166 GIDE MAPL MULAN RNF218	ENST00000264198;
O15146	MUSK_HUMAN	MUSK	ENST00000189978 [O15146-2];ENST00000374448 [O15146-1];
P35580	MYH10_HUMAN	MYH10	ENST00000269243 [P35580-1];ENST00000360416 [P35580-4];ENST00000379980 [P35580-5];
Q5VTT5	MYOM3_HUMAN	MYOM3	ENST00000338909 [Q5VTT5-3];ENST00000374434 [Q5VTT5-1];
Q5VU43	MYOME_HUMAN	PDE4DIP CMYA2 KIAA0454 KIAA0477 MMGL	ENST00000369347 [Q5VU43-11];ENST00000530472 [Q5VU43-8];
Q9NPC6	MYOZ2_HUMAN	MYOZ2 C4orf5	ENST00000307128;
P25189	MYP0_HUMAN	MPZ	ENST00000463290 [P25189-1];ENST00000533357 [P25189-1];
Q00872	MYPC1_HUMAN	MYBPC1 MYBPCS	ENST00000361466 [Q00872-4];ENST00000361685 [Q00872-2];ENST00000392934 [Q00872-7];ENST00000452455 [Q00872-6];ENST00000536007 [Q00872-9];ENST00000541119 [Q00872-8];ENST00000545503 [Q00872-10];ENST00000547405 [Q00872-5];ENST00000550270 [Q00872-1];ENST00000553190 [Q00872-3];
Q14896	MYPC3_HUMAN	MYBPC3	ENST00000545968 [Q14896-1];
O14974	MYPT1_HUMAN	PPP1R12A MBS MYPT1	ENST00000261207 [O14974-1];ENST00000437004 [O14974-2];ENST00000450142 [O14974-1];ENST00000546369 [O14974-5];ENST00000550107 [O14974-3];
Q01538	MYT1_HUMAN	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1	ENST00000328439 [Q01538-1];ENST00000536311 [Q01538-2];ENST00000613234 [Q01538-1];ENST00000616648 [Q01538-2];
P0CAP1	MYZAP_HUMAN	MYZAP MYOZAP	ENST00000267853 [P0CAP1-1];ENST00000380565 [P0CAP1-4];
Q8WU39	MZB1_HUMAN	MZB1 MEDA7 PACAP HSPC190	ENST00000302125 [Q8WU39-1];ENST00000417694 [Q8WU39-4];ENST00000503481 [Q8WU39-2];
Q5VZE5	NAA35_HUMAN	NAA35 EGAP MAK10	ENST00000361671 [Q5VZE5-1];ENST00000376040 [Q5VZE5-2];
P32418	NAC1_HUMAN	SLC8A1 CNC NCX1	ENST00000332839 [P32418-1];ENST00000402441 [P32418-2];ENST00000403092 [P32418-1];ENST00000405269 [P32418-2];ENST00000405901 [P32418-5];ENST00000406391 [P32418-2];ENST00000406785 [P32418-2];ENST00000408028 [P32418-4];
